category	file	line	token
mascot	scripts/.voice-corpus-6-8.json	12815	Milo
mascot	scripts/.voice-corpus-6-8.json	12822	Milo
mascot	scripts/.voice-corpus-6-8.json	12829	Milo
mascot	scripts/.voice-corpus-6-8.json	12836	Milo
mascot	scripts/.voice-corpus-6-8.json	12843	Milo
mascot	scripts/.voice-corpus-6-8.json	12850	Milo
mascot	scripts/.voice-corpus-6-8.json	12857	Milo
mascot	scripts/.voice-corpus-6-8.json	12864	Milo
mascot	scripts/.voice-corpus-6-8.json	12871	Milo
mascot	scripts/.voice-corpus-6-8.json	12878	Milo
mascot	scripts/.voice-corpus-6-8.json	12885	Milo
mascot	scripts/.voice-corpus-6-8.json	12892	Milo
mascot	scripts/.voice-corpus-6-8.json	12899	Milo
mascot	scripts/.voice-corpus-6-8.json	12906	Milo
mascot	scripts/.voice-corpus-6-8.json	12913	Milo
mascot	scripts/.voice-corpus-6-8.json	12920	Milo
mascot	scripts/.voice-corpus-6-8.json	12927	Milo
mascot	scripts/.voice-corpus-6-8.json	12934	Milo
mascot	scripts/.voice-corpus-6-8.json	12941	Milo
mascot	scripts/.voice-corpus-6-8.json	12948	Milo
mascot	scripts/.voice-corpus-6-8.json	12955	Milo
mascot	scripts/.voice-corpus-6-8.json	12962	Milo
mascot	scripts/.voice-corpus-6-8.json	12969	Milo
mascot	scripts/.voice-corpus-6-8.json	12976	Milo
mascot	scripts/.voice-corpus-6-8.json	12983	Milo
mascot	scripts/.voice-corpus-6-8.json	12990	Milo
mascot	scripts/.voice-corpus-6-8.json	12997	Milo
mascot	scripts/.voice-corpus-6-8.json	13004	Milo
mascot	scripts/.voice-corpus-6-8.json	13011	Milo
mascot	scripts/.voice-corpus-6-8.json	13018	Milo
mascot	scripts/.voice-corpus-6-8.json	13025	Milo
mascot	scripts/.voice-corpus-6-8.json	13032	Milo
mascot	scripts/.voice-corpus-6-8.json	13039	Milo
mascot	scripts/.voice-corpus-6-8.json	13046	Milo
mascot	scripts/.voice-corpus-6-8.json	13053	Milo
mascot	scripts/.voice-corpus-6-8.json	13060	Milo
mascot	scripts/.voice-corpus-6-8.json	13067	Milo
mascot	scripts/.voice-corpus-6-8.json	13074	Milo
mascot	scripts/.voice-corpus-6-8.json	13081	Milo
mascot	scripts/.voice-corpus-6-8.json	13088	Milo
mascot	scripts/.voice-corpus-6-8.json	13095	Milo
mascot	scripts/.voice-corpus-6-8.json	13102	Milo
mascot	scripts/.voice-corpus-6-8.json	13109	Milo
mascot	scripts/.voice-corpus-6-8.json	13116	Milo
mascot	scripts/.voice-corpus-6-8.json	13123	Milo
mascot	scripts/.voice-corpus-6-8.json	13130	Milo
mascot	scripts/.voice-corpus-6-8.json	13137	Milo
mascot	scripts/.voice-corpus-6-8.json	13144	Milo
mascot	scripts/.voice-corpus-6-8.json	13151	Milo
mascot	scripts/.voice-corpus-6-8.json	13158	Milo
mascot	scripts/.voice-corpus-6-8.json	13165	Milo
mascot	scripts/.voice-corpus-6-8.json	13172	Milo
mascot	scripts/.voice-corpus-6-8.json	13179	Milo
mascot	scripts/.voice-corpus-6-8.json	13186	Milo
mascot	scripts/.voice-corpus-6-8.json	13193	Milo
mascot	scripts/.voice-corpus-6-8.json	13200	Milo
mascot	scripts/.voice-corpus-6-8.json	13207	Milo
mascot	scripts/.voice-corpus-6-8.json	13214	Milo
mascot	scripts/.voice-corpus-6-8.json	13221	Milo
mascot	scripts/.voice-corpus-6-8.json	13228	Milo
mascot	scripts/.voice-corpus-6-8.json	13235	Milo
mascot	scripts/.voice-corpus-6-8.json	13242	Milo
mascot	scripts/.voice-corpus-6-8.json	13249	Milo
mascot	scripts/.voice-corpus-6-8.json	13256	Milo
mascot	scripts/.voice-corpus-6-8.json	13263	Milo
mascot	scripts/.voice-corpus-6-8.json	13270	Milo
mascot	scripts/.voice-corpus-6-8.json	13277	Milo
mascot	scripts/.voice-corpus-6-8.json	13284	Milo
mascot	scripts/.voice-corpus-6-8.json	13291	Milo
mascot	scripts/.voice-corpus-6-8.json	13298	Milo
mascot	scripts/.voice-corpus-6-8.json	13305	Milo
mascot	scripts/.voice-corpus-6-8.json	13312	Milo
mascot	scripts/.voice-corpus-6-8.json	13319	Milo
mascot	scripts/.voice-corpus-6-8.json	13326	Milo
mascot	scripts/.voice-corpus-6-8.json	13333	Milo
mascot	scripts/.voice-corpus-6-8.json	13340	Milo
mascot	scripts/.voice-corpus-6-8.json	13347	Milo
mascot	scripts/.voice-corpus-6-8.json	13354	Milo
mascot	scripts/.voice-corpus-6-8.json	13361	Milo
mascot	scripts/.voice-corpus-6-8.json	13368	Milo
mascot	scripts/.voice-corpus-6-8.json	13375	Milo
mascot	scripts/.voice-corpus-6-8.json	13382	Milo
mascot	scripts/.voice-corpus-6-8.json	13389	Milo
mascot	scripts/.voice-corpus-6-8.json	13396	Milo
mascot	scripts/.voice-corpus-6-8.json	13403	Milo
mascot	scripts/.voice-corpus-6-8.json	13410	Milo
mascot	scripts/.voice-corpus-6-8.json	13417	Milo
mascot	scripts/.voice-corpus-6-8.json	13424	Milo
mascot	scripts/.voice-corpus-6-8.json	13431	Milo
mascot	scripts/.voice-corpus-6-8.json	13438	Milo
mascot	scripts/.voice-corpus-6-8.json	13445	Milo
mascot	scripts/.voice-corpus-6-8.json	13452	Milo
mascot	scripts/.voice-corpus-6-8.json	13459	Milo
mascot	scripts/.voice-corpus-6-8.json	13466	Milo
mascot	scripts/.voice-corpus-6-8.json	13473	Milo
mascot	scripts/.voice-corpus-6-8.json	13480	Milo
mascot	scripts/.voice-corpus-6-8.json	13487	Milo
mascot	scripts/.voice-corpus-6-8.json	13494	Milo
mascot	scripts/.voice-corpus-6-8.json	13501	Milo
mascot	scripts/.voice-corpus-6-8.json	13508	Milo
mascot	scripts/.voice-corpus-6-8.json	13515	Milo
mascot	scripts/.voice-corpus-6-8.json	13522	Milo
mascot	scripts/.voice-corpus-6-8.json	13529	Milo
mascot	scripts/.voice-corpus-6-8.json	13536	Milo
mascot	scripts/.voice-corpus-6-8.json	13543	Milo
mascot	scripts/.voice-corpus-6-8.json	13550	Milo
mascot	scripts/.voice-corpus-6-8.json	13557	Milo
mascot	scripts/.voice-corpus-6-8.json	13564	Milo
mascot	scripts/.voice-corpus-6-8.json	13571	Milo
mascot	scripts/.voice-corpus-6-8.json	13578	Milo
mascot	scripts/.voice-corpus-6-8.json	13585	Milo
mascot	scripts/.voice-corpus-6-8.json	13592	Milo
mascot	scripts/.voice-corpus-6-8.json	13599	Milo
mascot	scripts/.voice-corpus-6-8.json	13606	Milo
mascot	scripts/.voice-corpus-6-8.json	13613	Milo
mascot	scripts/.voice-corpus-6-8.json	13620	Milo
mascot	scripts/.voice-corpus-6-8.json	13627	Milo
mascot	scripts/.voice-corpus-6-8.json	13634	Milo
mascot	scripts/.voice-corpus-6-8.json	13641	Milo
mascot	scripts/.voice-corpus-6-8.json	13648	Milo
mascot	scripts/.voice-corpus-6-8.json	13655	Milo
mascot	scripts/.voice-corpus-6-8.json	13662	Milo
mascot	scripts/.voice-corpus-6-8.json	13669	Milo
mascot	scripts/.voice-corpus-6-8.json	13676	Milo
mascot	scripts/.voice-corpus-6-8.json	13683	Milo
mascot	scripts/.voice-corpus-6-8.json	13690	Milo
mascot	scripts/.voice-corpus-6-8.json	13697	Milo
mascot	scripts/.voice-corpus-6-8.json	13704	Milo
mascot	scripts/.voice-corpus-6-8.json	13711	Milo
mascot	scripts/.voice-corpus-6-8.json	13718	Milo
mascot	scripts/.voice-corpus-6-8.json	13725	Milo
mascot	scripts/.voice-corpus-6-8.json	13732	Milo
mascot	scripts/.voice-corpus-6-8.json	13739	Milo
mascot	scripts/.voice-corpus-6-8.json	13746	Milo
mascot	scripts/.voice-corpus-6-8.json	13753	Milo
mascot	scripts/.voice-corpus-6-8.json	13760	Milo
mascot	scripts/.voice-corpus-6-8.json	13767	Milo
mascot	scripts/.voice-corpus-6-8.json	13774	Milo
mascot	scripts/.voice-corpus-6-8.json	13781	Milo
mascot	scripts/.voice-corpus-6-8.json	13788	Milo
mascot	scripts/.voice-corpus-6-8.json	13795	Milo
mascot	scripts/.voice-corpus-6-8.json	13802	Milo
mascot	scripts/.voice-corpus-6-8.json	13809	Milo
mascot	scripts/.voice-corpus-6-8.json	13816	Milo
mascot	scripts/.voice-corpus-6-8.json	13823	Milo
mascot	scripts/.voice-corpus-6-8.json	13830	Milo
mascot	scripts/.voice-corpus-6-8.json	13837	Milo
mascot	scripts/.voice-corpus-6-8.json	13844	Milo
mascot	scripts/.voice-corpus-6-8.json	13851	Milo
mascot	scripts/.voice-corpus-6-8.json	13858	Milo
mascot	scripts/.voice-corpus-6-8.json	13865	Milo
mascot	scripts/.voice-corpus-6-8.json	13872	Milo
mascot	scripts/.voice-corpus-6-8.json	13879	Milo
mascot	scripts/.voice-corpus-6-8.json	13886	Milo
mascot	scripts/.voice-corpus-6-8.json	13893	Milo
mascot	scripts/.voice-corpus-6-8.json	13900	Milo
mascot	scripts/.voice-corpus-6-8.json	13907	Milo
mascot	scripts/.voice-corpus-6-8.json	13914	Milo
mascot	scripts/.voice-corpus-6-8.json	13921	Milo
mascot	scripts/.voice-corpus-6-8.json	13928	Milo
mascot	scripts/.voice-corpus-6-8.json	13935	Milo
mascot	scripts/.voice-corpus-6-8.json	13942	Milo
mascot	scripts/.voice-corpus-6-8.json	13949	Milo
mascot	scripts/.voice-corpus-6-8.json	13956	Milo
mascot	scripts/.voice-corpus-6-8.json	13963	Milo
mascot	scripts/.voice-corpus-6-8.json	13970	Milo
mascot	scripts/.voice-corpus-6-8.json	13977	Milo
mascot	scripts/.voice-corpus-6-8.json	13984	Milo
mascot	scripts/.voice-corpus-6-8.json	13991	Milo
mascot	scripts/.voice-corpus-6-8.json	13998	Milo
mascot	scripts/.voice-corpus-6-8.json	14005	Milo
mascot	scripts/.voice-corpus-6-8.json	14012	Milo
mascot	scripts/.voice-corpus-6-8.json	14019	Milo
mascot	scripts/.voice-corpus-6-8.json	14026	Milo
mascot	scripts/.voice-corpus-6-8.json	14033	Milo
mascot	scripts/.voice-corpus-6-8.json	14040	Milo
mascot	scripts/.voice-corpus-6-8.json	14047	Milo
mascot	scripts/.voice-corpus-6-8.json	14054	Milo
mascot	scripts/.voice-corpus-6-8.json	14061	Milo
mascot	scripts/.voice-corpus-6-8.json	14068	Milo
mascot	scripts/.voice-corpus-6-8.json	14075	Milo
mascot	scripts/.voice-corpus-6-8.json	14082	Milo
mascot	scripts/.voice-corpus-6-8.json	14089	Milo
mascot	scripts/.voice-corpus-6-8.json	14096	Milo
mascot	scripts/.voice-corpus-6-8.json	14103	Milo
mascot	scripts/.voice-corpus-6-8.json	14110	Milo
mascot	scripts/.voice-corpus-6-8.json	14117	Milo
mascot	scripts/.voice-corpus-6-8.json	14124	Milo
mascot	scripts/.voice-corpus-6-8.json	14131	Milo
mascot	scripts/.voice-corpus-6-8.json	14138	Milo
mascot	scripts/.voice-corpus-6-8.json	14145	Milo
mascot	scripts/.voice-corpus-6-8.json	14152	Milo
mascot	scripts/.voice-corpus-6-8.json	14159	Milo
mascot	scripts/.voice-corpus-6-8.json	14166	Milo
mascot	scripts/.voice-corpus-6-8.json	14173	Milo
mascot	scripts/.voice-corpus-6-8.json	14180	Milo
mascot	scripts/.voice-corpus-6-8.json	14187	Milo
mascot	scripts/.voice-corpus-6-8.json	14194	Milo
mascot	scripts/.voice-corpus-6-8.json	14201	Milo
mascot	scripts/.voice-corpus-6-8.json	14208	Milo
mascot	scripts/.voice-corpus-6-8.json	14215	Milo
mascot	scripts/.voice-corpus-6-8.json	14222	Milo
mascot	scripts/.voice-corpus-6-8.json	14229	Milo
mascot	scripts/.voice-corpus-6-8.json	14236	Milo
mascot	scripts/.voice-corpus-6-8.json	14243	Milo
mascot	scripts/.voice-corpus-6-8.json	14250	Milo
mascot	scripts/.voice-corpus-6-8.json	14257	Milo
mascot	scripts/.voice-corpus-6-8.json	14264	Milo
mascot	scripts/.voice-corpus-6-8.json	14271	Milo
mascot	scripts/.voice-corpus-6-8.json	14278	Milo
mascot	scripts/.voice-corpus-6-8.json	14285	Milo
mascot	scripts/.voice-corpus-6-8.json	14292	Milo
mascot	scripts/.voice-corpus-6-8.json	14299	Milo
mascot	scripts/.voice-corpus-6-8.json	14306	Milo
mascot	scripts/.voice-corpus-6-8.json	14313	Milo
mascot	scripts/.voice-corpus-6-8.json	14320	Milo
mascot	scripts/.voice-corpus-6-8.json	14327	Milo
mascot	scripts/.voice-corpus-6-8.json	14334	Milo
mascot	scripts/.voice-corpus-6-8.json	14341	Milo
mascot	scripts/.voice-corpus-6-8.json	14348	Milo
mascot	scripts/.voice-corpus-6-8.json	14355	Milo
mascot	scripts/.voice-corpus-6-8.json	14362	Milo
mascot	scripts/.voice-corpus-6-8.json	14369	Milo
mascot	scripts/.voice-corpus-6-8.json	14376	Milo
mascot	scripts/.voice-corpus-6-8.json	14383	Milo
mascot	scripts/.voice-corpus-6-8.json	14390	Milo
mascot	scripts/.voice-corpus-6-8.json	14397	Milo
mascot	scripts/.voice-corpus-6-8.json	14404	Milo
mascot	scripts/.voice-corpus-6-8.json	14411	Milo
mascot	scripts/.voice-corpus-6-8.json	14418	Milo
mascot	scripts/.voice-corpus-6-8.json	14425	Milo
mascot	scripts/.voice-corpus-6-8.json	14432	Milo
mascot	scripts/.voice-corpus-6-8.json	14439	Milo
mascot	scripts/.voice-corpus-6-8.json	14446	Milo
mascot	scripts/.voice-corpus-6-8.json	14453	Milo
mascot	scripts/.voice-corpus-6-8.json	14460	Milo
mascot	scripts/.voice-corpus-6-8.json	14467	Milo
mascot	scripts/.voice-corpus-6-8.json	14474	Milo
mascot	scripts/.voice-corpus-6-8.json	14481	Milo
mascot	scripts/.voice-corpus-6-8.json	14488	Milo
mascot	scripts/.voice-corpus-6-8.json	14495	Milo
mascot	scripts/.voice-corpus-6-8.json	14502	Milo
mascot	scripts/.voice-corpus-6-8.json	14509	Milo
mascot	scripts/.voice-corpus-6-8.json	14516	Milo
mascot	scripts/.voice-corpus-6-8.json	14523	Milo
mascot	scripts/.voice-corpus-6-8.json	14530	Milo
mascot	scripts/.voice-corpus-6-8.json	14537	Milo
mascot	scripts/.voice-corpus-6-8.json	14544	Milo
mascot	scripts/.voice-corpus-6-8.json	14551	Milo
mascot	scripts/.voice-corpus-6-8.json	14558	Milo
mascot	scripts/.voice-corpus-6-8.json	14565	Milo
mascot	scripts/.voice-corpus-6-8.json	14572	Milo
mascot	scripts/.voice-corpus-6-8.json	14579	Milo
mascot	scripts/.voice-corpus-6-8.json	14586	Milo
mascot	scripts/.voice-corpus-6-8.json	14593	Milo
mascot	scripts/.voice-corpus-6-8.json	14600	Milo
mascot	scripts/.voice-corpus-6-8.json	14607	Milo
mascot	scripts/.voice-corpus-6-8.json	14614	Milo
mascot	scripts/.voice-corpus-6-8.json	14621	Milo
mascot	scripts/.voice-corpus-6-8.json	14628	Milo
mascot	scripts/.voice-corpus-6-8.json	14635	Milo
mascot	scripts/.voice-corpus-6-8.json	14642	Milo
mascot	scripts/.voice-corpus-6-8.json	14649	Milo
mascot	scripts/.voice-corpus-6-8.json	14656	Milo
mascot	scripts/.voice-corpus-6-8.json	14663	Milo
mascot	scripts/.voice-corpus-6-8.json	14670	Milo
mascot	scripts/.voice-corpus-6-8.json	14677	Milo
mascot	scripts/.voice-corpus-6-8.json	14684	Milo
mascot	scripts/.voice-corpus-6-8.json	14691	Milo
mascot	scripts/.voice-corpus-6-8.json	14698	Milo
mascot	scripts/.voice-corpus-6-8.json	14705	Milo
mascot	scripts/.voice-corpus-6-8.json	14712	Milo
mascot	scripts/.voice-corpus-6-8.json	14719	Milo
mascot	scripts/.voice-corpus-6-8.json	14726	Milo
mascot	scripts/.voice-corpus-6-8.json	14733	Milo
mascot	scripts/.voice-corpus-6-8.json	14740	Milo
mascot	scripts/.voice-corpus-6-8.json	14747	Milo
mascot	scripts/.voice-corpus-6-8.json	14754	Milo
mascot	scripts/.voice-corpus-6-8.json	14761	Milo
mascot	scripts/.voice-corpus-6-8.json	14768	Milo
mascot	scripts/.voice-corpus-6-8.json	14775	Milo
mascot	scripts/.voice-corpus-6-8.json	14782	Milo
mascot	scripts/.voice-corpus-6-8.json	14789	Milo
mascot	scripts/.voice-corpus-6-8.json	14796	Milo
mascot	scripts/.voice-corpus-6-8.json	14803	Milo
mascot	scripts/.voice-corpus-6-8.json	14810	Milo
mascot	scripts/.voice-corpus-6-8.json	14817	Milo
mascot	scripts/.voice-corpus-6-8.json	14824	Milo
mascot	scripts/.voice-corpus-6-8.json	14831	Milo
mascot	scripts/.voice-corpus-6-8.json	14838	Milo
mascot	scripts/.voice-corpus-6-8.json	14845	Milo
mascot	scripts/.voice-corpus-6-8.json	14852	Milo
mascot	scripts/.voice-corpus-6-8.json	14859	Milo
mascot	scripts/.voice-corpus-6-8.json	14866	Milo
mascot	scripts/.voice-corpus-6-8.json	14873	Milo
mascot	scripts/.voice-corpus-6-8.json	14880	Milo
mascot	scripts/.voice-corpus-6-8.json	14887	Milo
mascot	scripts/.voice-corpus-6-8.json	14894	Milo
mascot	scripts/.voice-corpus-6-8.json	14901	Milo
mascot	scripts/.voice-corpus-6-8.json	14908	Milo
mascot	scripts/.voice-corpus-6-8.json	14915	Milo
mascot	scripts/.voice-corpus-6-8.json	14922	Milo
mascot	scripts/.voice-corpus-6-8.json	14929	Milo
mascot	scripts/.voice-corpus-6-8.json	14936	Milo
mascot	scripts/.voice-corpus-6-8.json	14943	Milo
mascot	scripts/.voice-corpus-6-8.json	14950	Milo
mascot	scripts/.voice-corpus-6-8.json	14957	Milo
mascot	scripts/.voice-corpus-6-8.json	14964	Milo
mascot	scripts/.voice-corpus-6-8.json	14971	Milo
mascot	scripts/.voice-corpus-6-8.json	14978	Milo
mascot	scripts/.voice-corpus-6-8.json	14985	Milo
mascot	scripts/.voice-corpus-6-8.json	14992	Milo
mascot	scripts/.voice-corpus-6-8.json	14999	Milo
mascot	scripts/.voice-corpus-6-8.json	15006	Milo
mascot	scripts/.voice-corpus-6-8.json	15013	Milo
mascot	scripts/.voice-corpus-6-8.json	15020	Milo
mascot	scripts/.voice-corpus-6-8.json	15027	Milo
mascot	scripts/.voice-corpus-6-8.json	15034	Milo
mascot	scripts/.voice-corpus-6-8.json	15041	Milo
mascot	scripts/.voice-corpus-6-8.json	15048	Milo
mascot	scripts/.voice-corpus-6-8.json	15055	Milo
mascot	scripts/.voice-corpus-6-8.json	15062	Milo
mascot	scripts/.voice-corpus-6-8.json	15069	Milo
mascot	scripts/.voice-corpus-6-8.json	15076	Milo
mascot	scripts/.voice-corpus-6-8.json	15083	Milo
mascot	scripts/.voice-corpus-6-8.json	15090	Milo
mascot	scripts/.voice-corpus-6-8.json	15097	Milo
mascot	scripts/.voice-corpus-6-8.json	15104	Milo
mascot	scripts/.voice-corpus-6-8.json	15111	Milo
mascot	scripts/.voice-corpus-6-8.json	15118	Milo
mascot	scripts/.voice-corpus-6-8.json	15125	Milo
mascot	scripts/.voice-corpus-6-8.json	15132	Milo
mascot	scripts/.voice-corpus-6-8.json	15139	Milo
mascot	scripts/.voice-corpus-6-8.json	15146	Milo
mascot	scripts/.voice-corpus-6-8.json	15153	Milo
mascot	scripts/.voice-corpus-6-8.json	15160	Milo
mascot	scripts/.voice-corpus-6-8.json	15167	Milo
mascot	scripts/.voice-corpus-6-8.json	15174	Milo
mascot	scripts/.voice-corpus-6-8.json	15181	Milo
mascot	scripts/.voice-corpus-6-8.json	15188	Milo
mascot	scripts/.voice-corpus-6-8.json	15195	Milo
mascot	scripts/.voice-corpus-6-8.json	15202	Milo
mascot	scripts/.voice-corpus-6-8.json	15209	Milo
mascot	scripts/.voice-corpus-6-8.json	15216	Milo
mascot	scripts/.voice-corpus-6-8.json	15223	Milo
mascot	scripts/.voice-corpus-6-8.json	15230	Milo
mascot	scripts/.voice-corpus-6-8.json	15237	Milo
mascot	scripts/.voice-corpus-6-8.json	15244	Milo
mascot	scripts/.voice-corpus-6-8.json	15251	Milo
mascot	scripts/.voice-corpus-6-8.json	15258	Milo
mascot	scripts/.voice-corpus-6-8.json	15265	Milo
mascot	scripts/.voice-corpus-6-8.json	15272	Milo
mascot	scripts/.voice-corpus-6-8.json	15279	Milo
mascot	scripts/.voice-corpus-6-8.json	15286	Milo
mascot	scripts/.voice-corpus-6-8.json	15293	Milo
mascot	scripts/.voice-corpus-6-8.json	15300	Milo
mascot	scripts/.voice-corpus-6-8.json	15307	Milo
mascot	scripts/.voice-corpus-6-8.json	15314	Milo
mascot	scripts/.voice-corpus-6-8.json	15321	Milo
mascot	scripts/.voice-corpus-6-8.json	15328	Milo
mascot	scripts/.voice-corpus-6-8.json	15335	Milo
mascot	scripts/.voice-corpus-6-8.json	15342	Milo
mascot	scripts/.voice-corpus-6-8.json	15349	Milo
mascot	scripts/.voice-corpus-6-8.json	15356	Milo
mascot	scripts/.voice-corpus-6-8.json	15363	Milo
mascot	scripts/.voice-corpus-6-8.json	15370	Milo
mascot	scripts/.voice-corpus-6-8.json	15377	Milo
mascot	scripts/.voice-corpus-6-8.json	15384	Milo
mascot	scripts/.voice-corpus-6-8.json	15391	Milo
mascot	scripts/.voice-corpus-6-8.json	15398	Milo
mascot	scripts/.voice-corpus-6-8.json	15405	Milo
mascot	scripts/.voice-corpus-6-8.json	15412	Milo
mascot	scripts/.voice-corpus-6-8.json	15419	Milo
mascot	scripts/.voice-corpus-6-8.json	15426	Milo
mascot	scripts/.voice-corpus-6-8.json	15433	Milo
mascot	scripts/.voice-corpus-6-8.json	15440	Milo
mascot	scripts/.voice-corpus-6-8.json	15447	Milo
mascot	scripts/.voice-corpus-6-8.json	15454	Milo
mascot	scripts/.voice-corpus-6-8.json	15461	Milo
mascot	scripts/.voice-corpus-6-8.json	15468	Milo
mascot	scripts/.voice-corpus-6-8.json	15475	Milo
mascot	scripts/.voice-corpus-6-8.json	15482	Milo
mascot	scripts/.voice-corpus-6-8.json	15489	Milo
mascot	scripts/.voice-corpus-6-8.json	15496	Milo
mascot	scripts/.voice-corpus-6-8.json	15503	Milo
mascot	scripts/.voice-corpus-6-8.json	15510	Milo
mascot	scripts/.voice-corpus-6-8.json	15517	Milo
mascot	scripts/.voice-corpus-6-8.json	15524	Milo
mascot	scripts/.voice-corpus-6-8.json	15531	Milo
mascot	scripts/.voice-corpus-6-8.json	15538	Milo
mascot	scripts/.voice-corpus-6-8.json	15545	Milo
mascot	scripts/.voice-corpus-6-8.json	15552	Milo
mascot	scripts/.voice-corpus-6-8.json	15559	Milo
mascot	scripts/.voice-corpus-6-8.json	15566	Milo
mascot	scripts/.voice-corpus-6-8.json	15573	Milo
mascot	scripts/.voice-corpus-6-8.json	15580	Milo
mascot	scripts/.voice-corpus-6-8.json	15587	Milo
mascot	scripts/.voice-corpus-6-8.json	15594	Milo
mascot	scripts/.voice-corpus-6-8.json	15601	Milo
mascot	scripts/.voice-corpus-6-8.json	15608	Milo
mascot	scripts/.voice-corpus-6-8.json	15615	Milo
mascot	scripts/.voice-corpus-6-8.json	15622	Milo
mascot	scripts/.voice-corpus-6-8.json	15629	Milo
mascot	scripts/.voice-corpus-6-8.json	15636	Milo
mascot	scripts/.voice-corpus-6-8.json	15643	Milo
mascot	scripts/.voice-corpus-6-8.json	15650	Milo
mascot	scripts/.voice-corpus-6-8.json	15657	Milo
mascot	scripts/.voice-corpus-6-8.json	15664	Milo
mascot	scripts/.voice-corpus-6-8.json	15671	Milo
mascot	scripts/.voice-corpus-6-8.json	15678	Milo
mascot	scripts/.voice-corpus-6-8.json	15685	Milo
mascot	scripts/.voice-corpus-6-8.json	15692	Milo
mascot	scripts/.voice-corpus-6-8.json	15699	Milo
mascot	scripts/.voice-corpus-6-8.json	15706	Milo
mascot	scripts/.voice-corpus-6-8.json	15713	Milo
mascot	scripts/.voice-corpus-6-8.json	15720	Milo
mascot	scripts/.voice-corpus-6-8.json	15727	Milo
mascot	scripts/.voice-corpus-6-8.json	15734	Milo
mascot	scripts/.voice-corpus-6-8.json	15741	Milo
mascot	scripts/.voice-corpus-6-8.json	15748	Milo
mascot	scripts/.voice-corpus-6-8.json	15755	Milo
mascot	scripts/.voice-corpus-6-8.json	15762	Milo
mascot	scripts/.voice-corpus-6-8.json	15769	Milo
mascot	scripts/.voice-corpus-6-8.json	15776	Milo
mascot	scripts/.voice-corpus-6-8.json	15783	Milo
mascot	scripts/.voice-corpus-6-8.json	15790	Milo
mascot	scripts/.voice-corpus-6-8.json	15797	Milo
mascot	scripts/.voice-corpus-6-8.json	15804	Milo
mascot	scripts/.voice-corpus-6-8.json	15811	Milo
mascot	scripts/.voice-corpus-6-8.json	15818	Milo
mascot	scripts/.voice-corpus-6-8.json	15825	Milo
mascot	scripts/.voice-corpus-6-8.json	15832	Milo
mascot	scripts/.voice-corpus-6-8.json	15839	Milo
mascot	scripts/.voice-corpus-6-8.json	15846	Milo
mascot	scripts/.voice-corpus-6-8.json	15853	Milo
mascot	scripts/.voice-corpus-6-8.json	15860	Milo
mascot	scripts/.voice-corpus-6-8.json	15867	Milo
mascot	scripts/.voice-corpus-6-8.json	15874	Milo
mascot	scripts/.voice-corpus-6-8.json	15881	Milo
mascot	scripts/.voice-corpus-6-8.json	15888	Milo
mascot	scripts/.voice-corpus-6-8.json	15895	Milo
mascot	scripts/.voice-corpus-6-8.json	15902	Milo
mascot	scripts/.voice-corpus-6-8.json	15909	Milo
mascot	scripts/.voice-corpus-6-8.json	15916	Milo
mascot	scripts/.voice-corpus-6-8.json	15923	Milo
mascot	scripts/.voice-corpus-6-8.json	15930	Milo
mascot	scripts/.voice-corpus-6-8.json	15937	Milo
mascot	scripts/.voice-corpus-6-8.json	15944	Milo
mascot	scripts/.voice-corpus-6-8.json	15951	Milo
mascot	scripts/.voice-corpus-6-8.json	15958	Milo
mascot	scripts/.voice-corpus-6-8.json	15965	Milo
mascot	scripts/.voice-corpus-6-8.json	15972	Milo
mascot	scripts/.voice-corpus-6-8.json	15979	Milo
mascot	scripts/.voice-corpus-6-8.json	15986	Milo
mascot	scripts/.voice-corpus-6-8.json	15993	Milo
mascot	scripts/.voice-corpus-6-8.json	16000	Milo
mascot	scripts/.voice-corpus-6-8.json	16007	Milo
mascot	scripts/.voice-corpus-6-8.json	16014	Milo
mascot	scripts/.voice-corpus-6-8.json	16021	Milo
mascot	scripts/.voice-corpus-6-8.json	16028	Milo
mascot	scripts/.voice-corpus-6-8.json	16035	Milo
mascot	scripts/.voice-corpus-6-8.json	16042	Milo
mascot	scripts/.voice-corpus-6-8.json	16049	Milo
mascot	scripts/.voice-corpus-6-8.json	16056	Milo
mascot	scripts/.voice-corpus-6-8.json	16063	Milo
mascot	scripts/.voice-corpus-6-8.json	16070	Milo
mascot	scripts/.voice-corpus-6-8.json	16077	Milo
mascot	scripts/.voice-corpus-6-8.json	16084	Milo
mascot	scripts/.voice-corpus-6-8.json	16091	Milo
mascot	scripts/.voice-corpus-6-8.json	16098	Milo
mascot	scripts/.voice-corpus-6-8.json	16105	Milo
mascot	scripts/.voice-corpus-6-8.json	16112	Milo
mascot	scripts/.voice-corpus-6-8.json	16119	Milo
mascot	scripts/.voice-corpus-6-8.json	16126	Milo
mascot	scripts/.voice-corpus-6-8.json	16133	Milo
mascot	scripts/.voice-corpus-6-8.json	16140	Milo
mascot	scripts/.voice-corpus-6-8.json	16147	Milo
mascot	scripts/.voice-corpus-6-8.json	16154	Milo
mascot	scripts/.voice-corpus-6-8.json	16161	Milo
mascot	scripts/.voice-corpus-6-8.json	16168	Milo
mascot	scripts/.voice-corpus-6-8.json	16175	Milo
mascot	scripts/.voice-corpus-6-8.json	16182	Milo
