filename,text
1qaetos.wav,"Put its middle on the corner."
1cgezol.wav,"Turn it so one ray sits on 0."
de68og.wav,"Each small mark is 10 more."
1dgztg3.wav,"Ten, twenty, thirty, forty."
4d65hv.wav,"The other ray is right on 40."
1c0ybxy.wav,"So how far does the ramp open? 40 degrees."
18y330p.wav,"The small circle up high means degrees."
x71qpt.wav,"Don't count from the far end."
1bssrml.wav,"It has two rows of numbers. Start at the 0 on your ray. That gives 40, not 140."
1v61drn.wav,"You could measure each part."
10g73f9.wav,"But if you know the whole and one part, do you need to? No. You can work it out."
1eli6gw.wav,"When an angle is split into parts, the parts add up to the whole angle."
1m9ubt4.wav,"Here's a 40 degree part, and next to it, a 50 degree part."
2n0zt7.wav,"Together they fill the square corner."
13ko0sa.wav,"So how big is the whole? Add the parts."
153fujj.wav,"40 plus 50 equals 90."
ggv0pa.wav,"That's 90 degrees, a right angle."
1lt03jy.wav,"Now turn it around. The whole is 90 degrees, and one part is 40."
182fx6.wav,"Take the part away."
syd3ma.wav,"90 minus 40 equals 50. The missing part is 50 degrees."
1io0x5i.wav,"When a part is missing, don't add it on."
ehlswa.wav,"That makes it bigger than the whole. Take the part away."
9jwih4.wav,"The rails never cross. The plus sign does."
o72qmf.wav,"So how do we name each pair?"
1x5hyxx.wav,"We check the gap, and the corner."
x8wo7s.wav,"Lines with the same gap all the way are parallel, and lines that cross at a square corner are perpendicular."
1lna68j.wav,"Start with the rails."
1qqydto.wav,"The gap here, here and here is the same."
1yovtdq.wav,"So they never meet."
1uy6h5u.wav,"They are parallel."
19k13uh.wav,"Now the plus sign."
16sebee.wav,"The lines cross, and all 4 corners are square corners."
1m66ec5.wav,"We mark one with a small square."
1xq0sbx.wav,"They are perpendicular."
1aw94se.wav,"What about open scissors?"
1angyvp.wav,"They cross, so they are not parallel."
1ws1i6j.wav,"The corners are not square, so they are not perpendicular."
fhf288.wav,"They are neither."
3vd47d.wav,"Not touching does not mean parallel."
otnij2.wav,"This gap gets smaller, so they meet farther on."
17hn1sp.wav,"Count the sides. Every one has 3."
1iu113m.wav,"Count the corners. 3 again."
uko11f.wav,"So what makes them different? The size of their angles."
1cw1izg.wav,"Find the biggest angle, a square corner makes a right triangle, wider makes an obtuse triangle, and narrower makes an acute triangle."
heb6xl.wav,"Find the biggest angle first."
1wrqwnc.wav,"Here it's this corner, with a small square."
vujcwr.wav,"That's a right angle, 90 degrees."
s015xg.wav,"So this is a right triangle."
j2kcwp.wav,"Next one. Its angles are 25 degrees, 35 degrees and 120 degrees."
1ekdhlg.wav,"The biggest is 120 degrees."
ti8rwz.wav,"Is that wider than 90 degrees? Yes."
1nc6vqu.wav,"So this is an obtuse triangle."
1o1unj0.wav,"Last one. Its angles are 70 degrees, 70 degrees and 40 degrees."
1ou20ei.wav,"Even the biggest, 70 degrees, is narrower than 90 degrees."
gh43hw.wav,"So this is an acute triangle."
1j9rea4.wav,"Don't name a triangle by a small angle. Every triangle has small ones."
evlcqv.wav,"Only the biggest angle names it."
pbq3i1.wav,"All 3 have 4 sides."
us35xt.wav,"So is 4 sides a name? No."
1sbn943.wav,"Look at which sides are parallel."
1q4l9j9.wav,"Count the pairs of parallel sides first, then check the sides and corners to find the best name."
1dtl07d.wav,"Take the leaning shelf."
1n6unup.wav,"Top and bottom are parallel. That's 1 pair."
12crcer.wav,"Left and right are parallel too. 2 pairs."
y5e8o0.wav,"So it's a parallelogram."
105t468.wav,"Now the lampshade side."
12kya2d.wav,"Top and bottom are parallel again."
g0465e.wav,"But the other 2 sides lean in, so they would meet."
zvrmmo.wav,"Just 1 pair. It's a trapezoid."
1kyteir.wav,"What about the table top?"
13ih1k4.wav,"2 pairs, and 4 square corners."
r6sckm.wav,"So it's a rectangle."
1r5y6n8.wav,"With 4 equal sides too, it would be a square."
1cwlt6n.wav,"Not every leaning shape is a rhombus."
1l4xu7j.wav,"It needs 4 equal sides. The shelf leans, but its sides don't match."
1tu85lf.wav,"How can you tell if a fold works?"
1xcll6p.wav,"Picture the fold, and check where every part lands."
uwys7z.wav,"A fold line counts only if the two halves land exactly on top of each other."
dyle0t.wav,"Fold the house down the dashed line."
11a6wj7.wav,"Wall lands on wall, roof on roof."
b4tt39.wav,"Nothing sticks out, so this line works."
1tq9hso.wav,"Now try a line across the middle."
1mth9mc.wav,"Fold the top down."
1wanbtm.wav,"The top has a point, and the bottom has square corners."
1w7xzp9.wav,"They don't match, so this line does not work."
tc062k.wav,"Can a shape have more than one?"
ckg2ik.wav,"This rectangle can."
kaqwi7.wav,"Down the middle works, and across the middle works."
1b6hp4.wav,"So it has 2 fold lines."
1s5r4za.wav,"On a long rectangle, corner to corner does not work."
1wqccuh.wav,"Fold it, and the corners stick out."
winszw.wav,"You know this one. 3 strips out of 10 is three tenths."
1fak0cg.wav,"But a scale shows a number with a point in it."
qefw5e.wav,"So how do we write three tenths with a point?"
1ovpgyy.wav,"The first digit after the point counts tenths, so three tenths is zero point three."
1u7d585.wav,"Look at one strip."
146o9dm.wav,"The bar has 10 equal strips, so one strip is one tenth."
17le0in.wav,"We write it one tenth, or with a point, zero point one."
xl2lq2.wav,"Now count your strips with me."
u2bbtd.wav,"One, two, three."
he2fpq.wav,"Each one is a tenth, so that's 3 tenths."
1l3bihk.wav,"As a fraction, it's three tenths."
1lceyuy.wav,"With a point, it's zero point three."
7r7ugw.wav,"The zero means no whole bar, and the 3 sits right after the point."
y7zy68.wav,"Don't write zero point zero three. That extra zero pushes the 3 one place too far."
1hnd6p4.wav,"Tenths go right after the point, so it's zero point three."
1rzuttk.wav,"Remember, one full column is one tenth."
1uguxno.wav,"But 25 squares is more than 2 columns, and less than 3."
1g9c5gl.wav,"So how do we name the extra squares?"
exurt5.wav,"The second digit after the point counts hundredths, so twenty-five hundredths is zero point two five."
1yrbo0x.wav,"Now go smaller, to one little square."
jsk9ar.wav,"The sheet has 100 equal squares, so one square is one hundredth."
1nkd25b.wav,"We write it one hundredth, or with a point, zero point zero one."
1c7kcp1.wav,"Now count the used stickers. Full columns first, by tens."
tyo1se.wav,"Ten, twenty. Then 5 more makes 25."
1704kjg.wav,"That is twenty-five hundredths."
1tu73b2.wav,"As a fraction, it's twenty-five hundredths."
1xru1j8.wav,"With a point, it's zero point two five."
12qd8kz.wav,"The 2 counts the full columns, and the 5 counts the extra squares."
17wgeyz.wav,"Don't write two point five. That means more than 2 whole sheets."
17m1hkd.wav,"Hundredths need two places after the point, so it's zero point two five."
19c9api.wav,"Look at the two numbers."
7ft4r6.wav,"Zero point five zero has more digits than zero point five, and 50 is more than 5."
vgitv2.wav,"So is zero point five zero bigger? Let's check on the tray."
1as9g8z.wav,"A zero on the end does not change the amount, so zero point five and zero point five zero cover the same space."
eh4mar.wav,"First, count the shaded part by columns."
xmvwpc.wav,"Each column is one tenth, and 5 are shaded."
sunipn.wav,"That's 5 tenths. We write zero point five."
lbt51.wav,"Now count the same part by squares."
19cql9m.wav,"5 columns of 10 is 50 squares."
1m25yem.wav,"That's 50 hundredths. We write zero point five zero."
ez7jkl.wav,"Did anything move? No."
o8hgvr.wav,"The same squares are shaded, so zero point five and zero point five zero are the same amount."
1bpfgri.wav,"Ana and Ben are both right."
1oira0a.wav,"Don't call zero point five zero bigger just because 50 is more than 5."
ry4i4g.wav,"Look at the tray. They cover the same squares."
10x4hpq.wav,"The line only shows two numbers, 0 and 1."
13uzzf0.wav,"The dot is between them, so it isn't a whole mile."
nlzso3.wav,"So what number names that dot?"
osa88l.wav,"Cut the space from 0 to 1 into 10 equal jumps, and each jump is one tenth."
9rnpv4.wav,"Count the jumps from 0 to 1 with me."
vt1zwv.wav,"There are 10, all the same size."
1bhop30.wav,"So each jump is one tenth of a mile."
bkjcnz.wav,"Now start at 0 and hop to the dot."
12hljek.wav,"One tenth, two tenths, three tenths, four tenths, five tenths, six tenths."
m0wf7u.wav,"How many jumps was that? 6."
10b66rs.wav,"Six jumps of one tenth make six tenths."
qedj47.wav,"So you've walked six tenths of a mile."
1g4nx8y.wav,"Don't count the marks. The mark at 0 is where you start, not a jump."
1ue2rgk.wav,"Count the jumps, and you land on six tenths."
7pchug.wav,"Look at Kim's zero point five and Raj's zero point four five."
tfkmfs.wav,"Zero point four five is longer, and 45 is more than 5. So does Raj drink more?"
zpooif.wav,"Wait. After the point, digits are pieces of one bottle."
k1si49.wav,"Line up the points and compare from the left, so the tenths decide before the hundredths do."
nvj2qu.wav,"A tenth is one full column."
qv7hk6.wav,"Kim's zero point five has 5 tenths, 5 columns."
15njcld.wav,"Raj's zero point four five has 4 tenths, and 5 loose squares."
1bx3p52.wav,"Can 5 loose squares catch up? No."
12qnitn.wav,"Kim has 50 squares. Raj has 45."
r6xv1u.wav,"So zero point five is zero point five zero, and 50 hundredths beats 45."
1eww2xj.wav,"Now write it with a sign. Zero point five is greater than zero point four five."
1cgrzq.wav,"The open side faces the bigger number. Kim drinks more."
7gspav.wav,"Don't pick the number with more digits."
wn3tt.wav,"Line up the points. 4 tenths is less than 5 tenths."
1pgvpkh.wav,"Can we just add 3 and 4 to get 7?"
l75yzf.wav,"A tenth is a whole column. A hundredth is one tiny square."
ar4brt.wav,"No. The pieces are not the same size."
ul8508.wav,"Change the tenths into hundredths, so every piece is the same size, then add."
81ky6c.wav,"One column holds 10 little squares."
155t6i3.wav,"So 1 tenth is 10 hundredths."
1hcbchz.wav,"Dad painted 3 columns, that's 30 squares. So three tenths is 30 hundredths."
1hf1p9u.wav,"Now everything is little squares."
1904ygj.wav,"Dad's 30, and your 4 more. How many is that?"
vspmeu.wav,"34 squares out of 100. That's 34 hundredths."
7yenxj.wav,"And 34 hundredths with a point is zero point three four."
1xbz2kq.wav,"The 3 is Dad's 3 columns. The 4 is your 4 squares."
1pcbz4.wav,"Don't add the bottom numbers."
n5jz0e.wav,"10 and 100 are sizes, not amounts. Change the tenths into hundredths first."
kukmbv.wav,"Here is your money. 2 dollars, 3 dimes, 5 pennies."
vmjnz0.wav,"The tag just says two point three five, with a dollar sign."
j2plqa.wav,"So which digit counts the dimes, and which the pennies?"
1ixcvrh.wav,"Dimes are tenths of a dollar and pennies are hundredths, so dimes go first after the point and pennies second."
yzixr7.wav,"10 dimes make 1 dollar."
32fjah.wav,"So one dime is one tenth of a dollar."
12d3b30.wav,"Tenths go first after the point. Your 3 dimes make the 3."
1n7h6rz.wav,"100 pennies make 1 dollar."
1bpjdea.wav,"So one penny is one hundredth of a dollar."
1nvbc1u.wav,"Hundredths go second. Your 5 pennies make the 5."
tul7f7.wav,"Now put it together."
1i04gm8.wav,"Dollars, then the point, then dimes, then pennies."
154zz9h.wav,"That's 2 dollars and 35 cents, like the tag. You have just enough."
cv7w39.wav,"Don't put 5 cents right after the point."
m5az9s.wav,"That place is for dimes, so zero point five dollars is 50 cents. 5 cents is zero point zero five dollars."
f6hzkf.wav,"You could add 40, ten times."
1rsuzmd.wav,"That works. But it takes a while, and it's easy to lose count."
u45sg3.wav,"Is there a faster way? Yes. It's in this chart of places."
fj08d3.wav,"Slide a digit left and it's worth 10 times as much, slide it right and it's worth one tenth as much."
r6wd8d.wav,"Look at the places, from the right."
1h2vch6.wav,"10 ones make 1 ten. 10 tens make 1 hundred. 10 hundreds make 1 thousand."
1sdn48o.wav,"See the pattern? Each step to the left is 10 times as much."
s5dh3x.wav,"Look at 40. The 4 is in the tens place."
2qhi2w.wav,"Slide it one place to the left, into the hundreds. That's 400."
lrzbxw.wav,"That's 10 times as much. So a carton holds 400 pencils."
12q1h2v.wav,"Now go back the other way. One box is one tenth of a carton."
kdex4j.wav,"Slide the 4 in 400 one place to the right, back to the tens. That's 40."
ia3usj.wav,"So one tenth of 400 is 40 pencils."
bju0ms.wav,"Ten times as much does not mean add 10."
crgd4p.wav,"That gives 50. Every digit slides one place to the left."
1m6caat.wav,"Add 37 one thousand times? That would take all day."
14dc7m5.wav,"There's a faster way. And it works for dividing too."
14ynwfb.wav,"Each zero in 10, 100 or 1,000 slides every digit one place, left to multiply and right to divide."
5jaec9.wav,"Start with 10. It has one zero."
1cwmewk.wav,"So 37 times 10 slides the 3 and the 7 one place to the left."
1cz4ejs.wav,"The ones place is empty now, so a zero fills it. That's 370."
1a0kskd.wav,"Now 100. It has two zeros, so the digits slide two places. That's 3,700."
epqnf9.wav,"1,000 has three zeros, so they slide three places. That's 37,000."
105ql7z.wav,"So the shop has 37,000 beads."
1oqmpmt.wav,"Now go backwards. The shop shares 37,000 beads into 1,000 bags."
1ybi7wa.wav,"1,000 still has three zeros. So every digit slides three places — this time to the right."
dmgdy5.wav,"The zeros slide off the end. That's 37 beads in each bag."
j3xqj.wav,"When you divide, don't slide left."
1enohhe.wav,"Dividing makes the number smaller, so every digit slides right."
1hzti5q.wav,"Count the zeros in 1,000,000. Six? It's hard to be sure at a glance."
3ai7ag.wav,"And one zero too many makes it 10 times too big."
b9zbba.wav,"Is there a shorter way? Yes. A small number can count them."
lbsdou.wav,"The small number up top says how many tens you multiply, and that is how many zeros to write."
1je8uar.wav,"Look. 10 times 10 is two tens, so we write 10 to the second. That's 100."
1uchtej.wav,"10 times 10 times 10 is three tens, so we write 10 to the third. That's 1,000."
1e6wkdd.wav,"See the pattern? Each 10 adds one more zero."
fh16n5.wav,"Back to the city. 1,000,000 is a 1 with 6 zeros."
19p53ba.wav,"Count them with me. One, two, three, four, five, six."
16bo9ie.wav,"Six zeros, six tens. So the city has 10 to the sixth people."
c1lqx2.wav,"That small number also says how far the digits slide."
1mi9kgr.wav,"So what is 45 times 10 to the third? Slide 3 places left. That's 45,000."
150cdx1.wav,"And 62,000 divided by 10 to the third slides 3 places right. That's 62."
874qx0.wav,"10 to the third does not mean 10 times 3. That gives 30."
1ophv28.wav,"It means three tens multiplied, 10 times 10 times 10. That's 1,000."
1so11cl.wav,"You could work out 28 times 412 exactly. That takes a lot of steps."
13p3ikz.wav,"But the question asks about how many. Do you need it exact? No."
3yzrxq.wav,"Is it near 1,000, 10,000 or 100,000? That's all you need."
17ms923.wav,"Swap each number for a close round number, use a fact you know, then write the zeros."
dfv7ag.wav,"Round each number at its biggest place."
1pnfh06.wav,"28 is only 2 away from 30."
1qwhdi2.wav,"And 412 is only 12 away from 400."
bztnww.wav,"So 28 times 412 is close to 30 times 400."
uyqimr.wav,"Now use a fact you know. 3 times 4 equals 12."
1jovfj0.wav,"Then count the zeros. 30 has one, and 400 has two. That's three."
1kl9w5b.wav,"Write them after the 12. So the farm packs about 12,000 eggs."
87lr70.wav,"Does dividing work the same way? Yes. 2,380 eggs go into crates of 58."
jwttia.wav,"Round 58 to the nearest ten, 60. Round 2,380 to the nearest hundred, 2,400."
1f44c44.wav,"24 divided by 6 equals 4, and 60 times 40 equals 2,400. So it's about 40 crates."
8xc0ik.wav,"Don't drop the zeros. 30 times 400 is not 1,200."
1sanc6b.wav,"It needs all three zeros after the 12, so it's 12,000."
sp9wtu.wav,"A kilometer is a long way. Walking one would take you a while."
yu6e7e.wav,"A meter? That's about one big step."
43181f.wav,"So will 5 kilometers be a few meters, or a lot? A lot."
8hrr25.wav,"A bigger unit is 10, 100 or 1,000 smaller ones, so multiply to go to the smaller unit and divide to go to the bigger one."
ssjopk.wav,"Which unit is bigger here? The kilometer."
tu0kvw.wav,"1 kilometer is exactly as long as 1,000 meters."
1147ofv.wav,"So every kilometer of the run is 1,000 meters."
11488eu.wav,"Meters are smaller, so it takes more of them to cover the same distance."
1xilp0f.wav,"Smaller unit, more of them. So we multiply."
1f8xed2.wav,"5 times 1,000 equals 5,000. The run is 5,000 meters long."
1r90vl1.wav,"Now the other way. A runner has gone 3,000 meters. How many kilometers is that?"
b4q9qm.wav,"Kilometers are bigger, so there are fewer of them. That means divide."
w4ygj2.wav,"3,000 divided by 1,000 equals 3. So it's 3 kilometers."
gex75p.wav,"Going to a bigger unit, don't multiply."
1kuz1at.wav,"A kilogram is 1,000 grams, so 6,000 grams is only 6 kilograms. A bigger unit means a smaller number."
17fdue9.wav,"Look at the two numbers. The jug is in liters, but the cups are in milliliters."
2itwrz.wav,"Can we just divide 2 by 250? Not yet. They count different units."
zzht80.wav,"Change to the same unit first, then solve the story one step at a time."
1mfoc46.wav,"1 liter is 1,000 milliliters, so let's count the jug in milliliters."
ehx484.wav,"2 times 1,000 equals 2,000. The jug holds 2,000 milliliters."
pf9nbb.wav,"Now the jug and the cups are both in milliliters."
sozu76.wav,"Now, how many cups? 4 cups of 250 milliliters make 1,000 milliliters."
19dc76.wav,"The jug holds two of those thousands, so 2 times 4 equals 8 cups."
cx3wze.wav,"That is exactly what 2,000 divided by 250 asks."
hss02b.wav,"Now check. 8 cups of 250 milliliters is 8 times 250 equals 2,000 milliliters."
1l738xo.wav,"That's 2 liters, the whole jug, with nothing left over."
14ec5h2.wav,"So you can fill 8 cups."
eoj5rn.wav,"Don't do the math with two different units."
1cx9x1p.wav,"Change 2 liters into 2,000 milliliters first, and then divide."
cq05j6.wav,"6 times 128 isn't a fact you know by heart."
1nwhh95.wav,"You could add 128 six times. But that's slow, and one slip changes the answer."
1rdzde8.wav,"Is there a better way? Yes, and you already know the pieces."
8bdalo.wav,"Break the big number into hundreds, tens and ones, multiply each part, then add the parts."
3z57ji.wav,"Look at 128. It's 1 hundred, 2 tens and 8 ones."
6i9xf1.wav,"So each row of 128 splits into three parts, 100, 20 and 8."
spawut.wav,"Now multiply one part at a time. 6 times 1 hundred is 6 hundreds, so 6 times 100 equals 600."
157z2jw.wav,"6 times 2 tens is 12 tens, so 6 times 20 equals 120."
1a9yzho.wav,"And 6 times 8 equals 48."
vvrhhk.wav,"Last, add the three parts. 600 plus 120 plus 48 equals 768."
i3zoik.wav,"So 6 times 128 equals 768. There are 768 corn plants in the field."
54b5zw.wav,"Don't multiply the digits as if they were all ones."
1n81qca.wav,"The 1 in 128 means 100 and the 2 means 20, so the parts are 600 and 120, not 6 and 12."
1o215t1.wav,"You can already multiply 115 by one digit."
ly1o67.wav,"But 26 has two digits. Add 115, 26 times? That would take far too long."
f7g1tv.wav,"Break the two-digit number into tens and ones, multiply by each part, then add the two answers."
lufngt.wav,"26 is 2 tens and 6 ones."
60aieb.wav,"So 26 boxes are 20 boxes and 6 more, and each box still holds 115 books."
1q8d89m.wav,"Start with the tens. 115 times 2 equals 230."
ilzvzw.wav,"20 is 10 times 2, so 115 times 20 is 10 times as much. That's 2,300."
1497jjw.wav,"Then the ones. 115 times 6 equals 690."
1ctp1eo.wav,"Now add the two answers. 2,300 plus 690 equals 2,990."
qxqeiq.wav,"So 115 times 26 equals 2,990. The shop gets 2,990 books."
pj5ox0.wav,"Don't multiply by 2 when the 2 is in the tens place."
1r1abh9.wav,"It means 2 tens, which is 20. So multiply 115 by 20, not by 2."
1cbvn5r.wav,"You could break 23 into 20 and 3, and work out 124 times 20 and 124 times 3."
1ddsd70.wav,"That works, but it's a lot to write."
1f4ic3t.wav,"Is there a shorter way? Yes. Stack the numbers in columns."
1659vkm.wav,"Make a row for the ones, then a row for the tens that starts with a zero, and add the two rows."
9czdl4.wav,"Start with the 3 ones. 4 times 3 equals 12, so write the 2 and carry the 1."
1d6la6l.wav,"2 times 3 equals 6, and the carried 1 makes 7."
1axujho.wav,"1 times 3 equals 3. So the ones row is 372."
1l1dnu6.wav,"Now the 2 in 23. Is it just 2? No, it's 2 tens."
ihgdj3.wav,"So write a zero in the ones place first."
1cg9kqr.wav,"Then 124 times 2 equals 248, and the tens row is 2,480."
z1v7gt.wav,"Now add the two rows. 372 plus 2,480 equals 2,852."
1a0abrw.wav,"Look. Those rows are 124 times 3 and 124 times 20, the two parts from before."
12x7ss7.wav,"So there are 2,852 chairs in the hall."
1mmtdr3.wav,"In the tens row, don't forget the zero."
1ouwapk.wav,"Without it, the row is 248, not 2,480."
xjumrp.wav,"With 23, you made two rows, one for the ones and one for the tens."
1863y18.wav,"But 123 has three digits. What about the 1 hundred?"
1r6u5ip.wav,"It gets a row of its own."
1vbc5e5.wav,"Make a row for each digit of the bottom number, give each new row one more zero, then add all the rows."
1u3zsde.wav,"Start with the 3 ones. 231 times 3."
4a0pgn.wav,"1 times 3 equals 3, 3 times 3 equals 9 and 2 times 3 equals 6. So the ones row is 693."
206dju.wav,"Next, the 2 in 123. That 2 means 2 tens, so write one zero first."
1ralypx.wav,"Then 231 times 2 equals 462. The tens row is 4,620."
dtahc6.wav,"Last, the 1 in 123. It means 1 hundred, so this row starts with two zeros."
186440d.wav,"Then 231 times 1 equals 231. The hundreds row is 23,100."
1wdl4yc.wav,"Add all three rows. 693 plus 4,620 plus 23,100 equals 28,413 bottles."
f25lfp.wav,"The hundreds row starts with two zeros."
16ivzd3.wav,"The 1 in 123 is 1 hundred, so the row is 23,100, not 231."
csck5i.wav,"You already know how to work out 406 times 35."
wt2b99.wav,"But with big numbers, one small slip, like a lost zero, throws the answer far off."
1ddoy8i.wav,"So how do you catch it? Estimate first."
1ki9id8.wav,"Estimate with round numbers first, then multiply the standard way and check that your answer is close."
pjifkw.wav,"406 is close to 400, and 35 rounds up to 40."
1kbmgty.wav,"400 times 40 equals 16,000."
h0c43m.wav,"So the answer should be somewhere near 16,000."
1of4fy0.wav,"Now multiply for real. The ones row is 406 times 5 equals 2,030."
119apz5.wav,"The tens row starts with a zero. Then 406 times 3 equals 1,218, so the row is 12,180."
zmo3ht.wav,"Add the rows. 2,030 plus 12,180 equals 14,210."
1rm3j6l.wav,"Now check. Is 14,210 close to 16,000? Yes, so it makes sense."
swf9qn.wav,"The warehouse ships 14,210 toys."
1eq6g5n.wav,"If your answer is far from the estimate, don't keep it."
1wad926.wav,"3,248 is nowhere near 16,000, so a row lost its zero. Go back and fix that row."
tfs7mp.wav,"240 divided by 60 isn't a fact you know by heart."
1nylw95.wav,"You could count up by 60s, but that's slow, and one slip changes the answer."
l2qvzc.wav,"Is there a fact hiding inside it? Yes."
14esx1n.wav,"Think of both numbers in tens, and 240 divided by 60 becomes 24 tens divided by 6 tens, the same as 24 divided by 6."
1fihuqm.wav,"Look at this line. Each small step is 10."
16gs4ng.wav,"Jump 10 tens to 100, 10 more to 200, then 4 more to 240."
11c758m.wav,"That's 24 tens in all."
13yld3s.wav,"Now one bus. It seats 60 students."
gcyxop.wav,"How many small steps is 60? 6, so 60 is 6 tens."
52el9e.wav,"One busload is one jump of 6 tens."
19z2pia.wav,"So jump 6 tens at a time, from zero all the way to 240."
vab161.wav,"That's 4 jumps, because 24 divided by 6 equals 4."
pu4myl.wav,"So 240 divided by 60 equals 4. The students fill 4 buses."
1p271r5.wav,"Take the zero off both numbers, never just one."
6515gt.wav,"Take it off only the 60 and you get 240 divided by 6, a different problem."
16uxcir.wav,"You know your facts up to 10 times 10. But nobody learns the 17s."
1bu99ut.wav,"You could count 17, 34, 51 and on, but it's slow and hard to keep track."
nm1nbs.wav,"Is there a quicker way? Yes, a smart guess."
o6ci6v.wav,"Guess with the nearest ten, then multiply to check, and if a whole group still fits in what is left, add one more."
1ol2zcu.wav,"17 is close to 20, so guess with 20s."
1lcc1ro.wav,"How many 20s fit into 68? 3 times 20 equals 60, and 4 times 20 equals 80 is too many."
12lb1qe.wav,"So the guess is 3 teams."
1nm6xs9.wav,"Now check with the real team size. 3 times 17 equals 51."
j2lj46.wav,"Take that away. 68 minus 51 equals 17, so 17 kids are left."
15rn9bp.wav,"Wait. 17 kids left is a whole team, so the guess was too small."
1g68x2v.wav,"Add one more team. 4 times 17 equals 68, and no one is left out."
1d00tkp.wav,"So 68 divided by 17 equals 4. The coach makes 4 teams."
10o714h.wav,"Don't stop while a whole group still fits in what's left."
pq8noa.wav,"17 left makes one more team, so the answer is 4, not 3."
1bnpklt.wav,"You usually start with the first digit, or the first two."
19u5k66.wav,"But 23 doesn't fit into 1, and it doesn't fit into 18 either."
bofib3.wav,"If the number you divide by doesn't fit into the first two digits, the answer has one digit, so guess with round numbers and try one less if it's too big."
85bdde.wav,"23 doesn't fit into 18 tens, so the answer has no tens."
ab5on7.wav,"Where does its one digit go? Up over the 4."
1l0u24g.wav,"23 is close to 20. How many 20s fit into 184? 9 times 20 equals 180, so guess 9."
1xj200a.wav,"Now check with the real number. 9 times 23 equals 207."
xtiq5e.wav,"That's more than 184, so 9 is too big."
hp09m9.wav,"So try one less. 8 times 23 equals 184."
f3eji.wav,"It fits exactly, with zero left, so write the 8 over the 4."
3ue4md.wav,"184 divided by 23 equals 8. The shop makes 8 bunches."
1pilohf.wav,"Never keep a guess that is too big."
162ge0q.wav,"9 times 23 equals 207, and that's more than the 184 roses, so try one less."
1iwbb4u.wav,"Can you find 312 divided by 13 with one guess? Not really."
1ybq4qn.wav,"13 fits into 31, the first two digits. So the answer has a tens digit and a ones digit."
jy0y41.wav,"We find them one at a time."
b2isew.wav,"Divide the tens first, then bring down the ones and divide again."
bd5c7k.wav,"Start with the 31 tens. How many thirteens fit?"
18kvy3z.wav,"2 times 13 equals 26 fits. 3 times 13 equals 39 is too many."
n5qutr.wav,"So write the 2 over the 1, and take away. 31 minus 26 equals 5."
t9vv03.wav,"5 tens are left over."
1iybohl.wav,"Bring down the 2 ones and write it beside the 5. Now there are 52 to divide."
t5rbqf.wav,"Round two. 4 times 13 equals 52, so write the 4 over the 2."
1u870o5.wav,"Take away. 52 minus 52 equals 0."
134hbnz.wav,"So 312 divided by 13 equals 24. The store fills 24 cartons."
1fzf7d4.wav,"Don't stop after the tens."
kd43n3.wav,"The 2 ones still have to come down. You're done only when every digit has come down."
1efpddl.wav,"Where does the answer start?"
ge99i7.wav,"24 doesn't fit into 11, the first two digits of 1,176."
59j9lr.wav,"Start one place too far left, and every digit lands one place off."
ycf5di.wav,"Start where the number you divide by first fits, then bring down one digit at a time."
1cjokle.wav,"Does 24 fit into 1? No. Into 11? No."
1jyg8ut.wav,"Into 117, the first three digits? Yes."
16xvbwp.wav,"So the first digit of the answer goes over the 7."
1g1ifeh.wav,"How many twenty-fours fit into 117? 4 times 24 equals 96 fits, and 5 times 24 equals 120 is too many."
10kshv1.wav,"Write the 4 over the 7, and take away. 117 minus 96 equals 21."
1hevlzg.wav,"Then bring down the 6. That makes 216."
u85xpy.wav,"One more round. 9 times 24 equals 216, so write the 9 over the 6."
kx84fs.wav,"216 minus 216 equals 0, and there are no digits left to bring down."
12usxs2.wav,"So 1,176 divided by 24 equals 49. Each kid gets 49 stickers."
4m03bd.wav,"Don't put the first digit over the second 1. It goes over the 7, the last digit of 117."
2su5hx.wav,"Over the 1, the answer comes out 490. That's 10 times too many."
kp2oda.wav,"You could add every piece, 4 plus 2 plus 4 plus 2 plus 4 plus 2."
a8bpzx.wav,"That's long. And it hides the best part."
unq7m.wav,"What's the same every time? Each bag. They're all 4 plus 2."
19pdlrj.wav,"The parentheses keep one bag together, so 3 times 4 plus 2, all together, means 3 times as much as 4 plus 2."
avfgsv.wav,"Start with one bag. 4 apples and 2 pears, so 4 plus 2."
ig99b7.wav,"Put parentheses around it. Now the whole bag stays together."
lcegx0.wav,"There are 3 bags, all the same. So write 3 times 4 plus 2, all together."
1t815lb.wav,"It means 3 times as much as 4 plus 2."
knr20a.wav,"One bag is 6, so 3 bags are 18."
ek6ll3.wav,"Now look at 3 times 4 plus 2. Is it the same?"
cx3ujv.wav,"No. It's 3 bags of 4 apples, and just 2 pears in all."
1ngs6f4.wav,"3 times 4 plus 2, all together, has 2 pears in every bag, so it's more."
1pe8hbc.wav,"Don't drop the parentheses."
1ax8o7x.wav,"Without them, there are just 2 pears in all, not 2 in every bag."
1b6kt4t.wav,"What do the 4, the 6 and the 3 count? What do the times sign and the plus sign do?"
kgiek1.wav,"The board doesn't say."
pzqf5p.wav,"So a story has to give every part a job."
35wqdx.wav,"Give every number and sign a job in the story, and let the part in parentheses happen first."
1uyj4h5.wav,"The part in parentheses happens first, so it's one thing."
